CVE-2009-0082,2009-03-10T20:00:00,2025-01-21T15:19:17.114Z,FALSE,,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-12T15:51:10.297509Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-0130,2009-01-15T17:00:00Z,2025-01-21T15:17:51.443Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,2025-01-21T15:17:48.058982Z,none,yes,partial,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-0551,2009-04-15T03:49:00,2024-10-21T16:26:23.249Z,FALSE,,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T16:55:57.570659Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-0554,2009-04-15T03:49:00,2025-01-21T15:23:09.366Z,FALSE,,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-01-21T15:23:04.739467Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-0557,2009-06-10T18:00:00.000Z,2025-07-30T01:47:07.095Z,TRUE,2022-06-08,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:46:04.099008Z,active,no,total,Act,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-0563,2009-06-10T17:37:00.000Z,2025-07-30T01:47:07.257Z,TRUE,2022-06-08,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:45:26.378005Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2009-0927,2009-03-19T10:00:00.000Z,2025-07-30T01:47:07.564Z,TRUE,2022-03-25,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:59:29.770887Z,active,no,total,Act,n/a,n/a,n/a,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2009-10002,2023-01-13T17:12:44.231Z,2024-11-25T17:04:30.191Z,FALSE,,3.5,LOW,,,,,,,,,2024-02-29T16:58:23.021301Z,none,no,partial,Track,dpup,fittr-flickr,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2009-10003,2023-01-29T18:58:02.691Z,2024-08-07T07:32:23.777Z,FALSE,,3.5,LOW,,,,,,,,,2024-02-29T14:08:59.750242Z,none,no,partial,Track,capnsquarepants,wordcraft,0.1; 0.2; 0.3; 0.4; 0.5; 0.6,CWE-79,CWE-79 Cross Site Scripting
CVE-2009-10005,2025-08-20T15:31:57.963Z,2025-08-20T19:22:01.553Z,FALSE,,,,,,,,,,,,2025-08-20T19:21:48.507028Z,poc,yes,partial,Attend,ContentKeeper Technologies,Web Appliance,*,CWE-552,CWE-552 Files or Directories Accessible to External Parties
CVE-2009-10006,2025-08-22T14:07:20.521Z,2025-08-22T14:36:38.804Z,FALSE,,,,,,,,,,,,2025-08-22T14:36:26.567735Z,poc,yes,total,Attend,UFO: Alien Invasion Project,UFO: Alien Invasion,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2009-1123,2009-06-10T18:00:00.000Z,2025-07-30T01:47:06.927Z,TRUE,2022-03-03,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T18:28:52.070048Z,active,no,total,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-1142,2022-11-23T00:00:00.000Z,2025-04-25T20:50:09.805Z,FALSE,,6.7,MEDIUM,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-25T20:49:01.377851Z,none,no,total,Track,n/a,n/a,n/a,CWE-59,CWE-59 Improper Link Resolution Before File Access ('Link Following')
CVE-2009-1143,2022-11-23T00:00:00.000Z,2025-04-25T20:48:15.056Z,FALSE,,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-25T20:47:04.684970Z,none,no,total,Track,n/a,n/a,n/a,CWE-59,CWE-59 Improper Link Resolution Before File Access ('Link Following')
CVE-2009-1151,2009-03-26T14:00:00.000Z,2025-07-30T01:47:07.404Z,TRUE,2022-03-25,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:07:41.513294Z,active,yes,total,Act,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-1529,2009-06-10T18:00:00,2024-10-21T16:31:00.075Z,FALSE,,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T16:53:05.319817Z,none,no,total,Track,n/a,n/a,n/a,CWE-908,CWE-908 Use of Uninitialized Resource
CVE-2009-1532,2009-06-10T18:00:00,2025-01-21T15:27:34.539Z,FALSE,,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-01-21T15:27:29.034660Z,none,no,total,Track,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2009-1544,2009-08-12T17:00:00,2024-10-21T16:33:15.766Z,FALSE,,8.8,HIGH,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T16:51:00.964839Z,none,no,total,Track,n/a,n/a,n/a,CWE-415,CWE-415 Double Free
CVE-2009-1547,2009-10-14T10:00:00,2025-01-21T16:28:04.495Z,FALSE,,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-01-21T16:27:59.395289Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-1605,2009-05-11T19:28:00Z,2024-09-16T20:38:04.258Z,FALSE,,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,LOW,NONE,2024-09-13T16:05:51.956930Z,poc,no,partial,Track,n/a,n/a,n/a,,
CVE-2009-1862,2009-07-23T20:00:00.000Z,2025-07-30T01:47:06.734Z,TRUE,2022-06-08,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:44:49.743895Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2009-1926,2009-09-08T22:00:00,2024-10-17T18:29:15.515Z,FALSE,,,,,,,,,,,,2024-01-11T16:45:37.416398Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2009-1936,2009-06-05T18:13:00,2025-01-21T15:24:30.768Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-31T16:10:12.926143Z,poc,yes,total,Attend,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2009-20002,2025-08-21T20:13:17.750Z,2025-08-22T15:24:29.208Z,FALSE,,,,,,,,,,,,2025-08-22T15:21:00.634193Z,poc,no,total,Attend,Millenium,MP3 Studio,*,CWE-121,CWE-121: Stack-based Buffer Overflow
CVE-2009-20003,2025-08-21T20:15:39.883Z,2025-08-21T20:42:27.958Z,FALSE,,,,,,,,,,,,2025-08-21T20:42:17.056390Z,poc,no,total,Attend,Xenorate,Xenorate,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2009-20004,2025-08-21T20:11:57.631Z,2025-08-22T15:28:03.572Z,FALSE,,,,,,,,,,,,2025-08-22T15:27:48.864360Z,poc,no,total,Attend,gAlan,gAlan,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2009-2055,2009-08-19T17:00:00.000Z,2025-07-30T01:47:06.587Z,TRUE,2022-03-25,,,,,,,,,,,2024-11-08T17:41:43.520580Z,active,no,partial,Attend,n/a,n/a,n/a,,
CVE-2009-2168,2009-06-22T20:00:00,2025-01-21T15:28:45.226Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-02-14T16:21:27.706447Z,poc,yes,total,Attend,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2009-2213,2009-06-25T21:00:00,2024-10-21T16:31:37.448Z,FALSE,,,,,,,,,,,,2024-10-21T16:31:24.661375Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2009-2416,2009-08-11T18:00:00,2025-01-21T15:30:42.200Z,FALSE,,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2024-02-06T15:40:41.228438Z,none,no,partial,Track,n/a,n/a,n/a,CWE-416,CWE-416 Use After Free
CVE-2009-2494,2009-08-12T17:00:00,2025-01-21T16:03:07.500Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-12T15:46:22.558994Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-2502,2009-10-14T10:00:00,2024-10-21T16:34:33.080Z,FALSE,,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T16:41:52.863250Z,none,no,total,Track,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2009-2512,2009-11-11T19:00:00,2025-01-21T16:39:31.357Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-12T15:37:51.224201Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-2516,2009-10-14T10:00:00,2025-01-21T16:36:44.191Z,FALSE,,7.1,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,HIGH,2025-01-21T16:36:39.680102Z,none,no,partial,Track,n/a,n/a,n/a,CWE-476,CWE-476 NULL Pointer Dereference
CVE-2009-2529,2009-10-14T10:00:00,2024-10-21T16:40:02.227Z,FALSE,,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T16:38:44.926849Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2009-2541,2009-07-20T18:00:00.000Z,2025-04-23T15:36:43.363Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-23T13:47:00.490637Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2009-2857,2009-08-19T17:00:00,2025-01-21T16:04:44.027Z,FALSE,,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-02-16T16:19:24.740936Z,none,no,partial,Track,n/a,n/a,n/a,CWE-667,CWE-667 Improper Locking
CVE-2009-3022,2009-08-31T20:00:00,2025-01-21T16:08:56.507Z,FALSE,,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,2025-01-21T16:08:52.291144Z,none,no,partial,Track,n/a,n/a,n/a,CWE-352,CWE-352 Cross-Site Request Forgery (CSRF)
CVE-2009-3129,2009-11-11T19:00:00.000Z,2025-07-30T01:47:06.423Z,TRUE,2022-03-03,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:26:12.425148Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
